Service_Request_Type,Police_Precinct,Method_Received,Status,Year,Month,Request_Count
General Inquiry - Customer Service Bureau,WEST,Citizen Web Intake App,Reported,2021,7,1
Graffiti,SOUTH,Citizen Web Intake App,Closed as Duplicate,2024,2,1
General Inquiry - City Light,SOUTH,Phone,Closed,2023,1,1
"Taxi, TNC, or Limousine Complaint or Compliment",SOUTH,Phone,Open,2025,4,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Voice Mail,Transferred to Other Dept,2024,6,1
Scooter or Bike Share Issue,SOUTHWEST,E-Mail,Closed,2021,3,1
General Inquiry - Transportation,NORTH,E-Mail,Closed as Duplicate,2024,2,1
General Inquiry - Transportation,SOUTHWEST,E-Mail,Canceled,2025,2,1
General Inquiry - Customer Service Bureau,WEST,Citizen Web Intake App,Reported,2021,10,1
Graffiti,SOUTH,Citizen Web Intake App,Closed -Incomplete Information,2022,10,1
General Inquiry - City Light,SOUTH,Phone,Closed,2022,5,1
Towing Complaint - Public Impound,EAST,E-Mail,Closed,2021,9,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Voice Mail,Transferred to Other Dept,2024,12,1
Scooter or Bike Share Issue,NORTH,Voice Mail,Closed,2022,4,1
General Inquiry - Transportation,NORTH,E-Mail,Closed as Duplicate,2025,1,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Transferred to Other Dept,2024,1,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Voice Mail,Reported,2024,3,1
Graffiti,SOUTH,Citizen Web Intake App,Closed -Incomplete Information,2024,8,1
General Inquiry - City Light,SOUTH,Phone,Closed,2021,9,1
Towing Complaint - Public Impound,EAST,Phone,Closed,2021,9,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Voice Mail,Transferred to Other Dept,2023,4,1
Scooter or Bike Share Issue,SOUTH,E-Mail,Closed,2022,7,1
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Open,2023,2,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Transferred to Other Dept,2023,2,1
General Inquiry - Customer Service Bureau,WEST,Citizen Web Intake App,Reported,2022,9,1
Graffiti,SOUTH,Citizen Web Intake App,Closed as Duplicate,2022,1,1
General Inquiry - City Light,SOUTHWEST,E-Mail,Open,2025,4,1
Towing Complaint - Public Impound,NORTH,E-Mail,Closed,2023,10,1
General Inquiry - Police Department,NORTH,Citizen Web Intake App,New,2024,2,1
Scooter or Bike Share Issue,SOUTH,E-Mail,Closed,2023,9,1
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Open,2021,4,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Transferred to Other Dept,2021,7,1
General Inquiry - Customer Service Bureau,WEST,Citizen Web Intake App,Reported,2022,12,1
Graffiti,SOUTH,Citizen Web Intake App,Closed as Duplicate,2022,7,1
General Inquiry - City Light,SOUTHWEST,Voice Mail,Closed,2021,10,1
Wireless or Small Cell Issue,NORTH,Citizen Web Intake App,Closed,2023,11,1
General Inquiry - Police Department,EAST,Citizen Web Intake App,Transferred to Other Dept,2021,7,1
Safe Routes to School,SOUTHWEST,Citizen Web Intake App,Reported,2024,1,1
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2021,3,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Transferred to Other Dept,2021,10,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Phone,Reported,2023,3,1
Graffiti,SOUTH,Find It Fix It Apps,Closed as Duplicate,2021,7,1
General Inquiry - City Light,SOUTHWEST,Citizen Web Intake App,Open,2021,4,1
Wireless or Small Cell Issue,WEST,E-Mail,Closed,2021,8,1
General Inquiry - Police Department,NORTH,Citizen Web Intake App,Open,2023,6,1
Safe Routes to School,SOUTHWEST,Citizen Web Intake App,Reported,2024,7,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Open,2024,9,1
General Inquiry - Transportation,SOUTH,Phone,Open,2022,1,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Phone,Reported,2023,6,1
Graffiti,NORTH,E-Mail,Closed,2024,2,1
General Inquiry - City Light,WEST,Phone,Open,2023,8,1
Wireless or Small Cell Issue,WEST,E-Mail,Closed,2022,10,1
General Inquiry - Police Department,NORTH,Citizen Web Intake App,Open,2022,10,1
Safe Routes to School,NORTH,Citizen Web Intake App,Reported,2024,11,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Open,2025,2,1
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2022,3,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Phone,Reported,2024,2,1
Graffiti,NORTH,Find It Fix It Apps,Transferred to Other Dept,2024,1,1
General Inquiry - City Light,WEST,Phone,Open,2024,10,1
Unauthorized Encampment,WEST,Phone,Closed,2023,3,1
General Inquiry - Police Department,NORTH,E-Mail,New,2024,12,1
Safe Routes to School,SOUTH,Citizen Web Intake App,Reported,2023,4,1
General Inquiry - Transportation,SOUTHWEST,E-Mail,Transferred to Other Dept,2023,2,1
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2025,3,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Phone,Reported,2025,1,1
Graffiti,NORTH,Phone,Closed as Duplicate,2023,11,1
General Inquiry - City Light,WEST,Voice Mail,Closed,2024,11,1
Unauthorized Encampment,SOUTHWEST,Phone,Closed,2024,1,1
General Inquiry - Police Department,NORTH,Find It Fix It Apps,Closed,2023,2,1
Scooter or Bike Share Issue,EAST,Find It Fix It Apps,Open,2024,1,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2023,12,1
General Inquiry - Transportation,SOUTH,Phone,Canceled,2023,12,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Phone,Reported,2025,4,1
Graffiti,NORTH,Phone,Closed as Duplicate,2024,10,1
General Inquiry - City Light,WEST,Voice Mail,Closed,2025,1,1
Unauthorized Encampment,SOUTHWEST,Phone,Closed,2025,3,1
General Inquiry - Police Department,NORTH,Find It Fix It Apps,Closed,2024,4,1
Safe Routes to School,SOUTHWEST,Citizen Web Intake App,Reported,2022,3,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2024,2,1
General Inquiry - Transportation,SOUTH,Phone,Canceled,2025,4,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Voice Mail,Reported,2023,1,1
Graffiti,NORTH,Phone,Open,2025,3,1
General Inquiry - City Light,WEST,Voice Mail,Open,2021,7,1
Unauthorized Encampment,SOUTHWEST,Voice Mail,Open,2024,11,1
General Inquiry - Police Department,NORTH,Find It Fix It Apps,Closed,2025,3,1
Safe Routes to School,SOUTHWEST,Citizen Web Intake App,Reported,2022,6,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2024,5,1
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2023,2,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Phone,Reported,2021,8,1
Graffiti,NORTH,Find It Fix It Apps,New,2024,9,1
General Inquiry - City Light,WEST,E-Mail,Closed,2024,11,1
Unauthorized Encampment,SOUTHWEST,E-Mail,Closed,2024,1,1
General Inquiry - Police Department,NORTH,Find It Fix It Apps,New,2022,12,1
Public Litter and Recycling Cans,WEST,Find It Fix It Apps,Reported,2022,10,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2024,8,1
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed as Duplicate,2024,5,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Phone,Reported,2022,4,1
Graffiti,NORTH,Find It Fix It Apps,New,2024,12,1
General Inquiry - City Light,WEST,E-Mail,Open,2023,7,1
Unauthorized Encampment,SOUTHWEST,Citizen Web Intake App,Open,2024,6,1
General Inquiry - Police Department,EAST,E-Mail,New,2024,5,1
Scooter or Bike Share Issue,NORTH,Phone,Closed,2021,1,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2024,11,1
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Open,2021,6,1
General Inquiry - Customer Service Bureau,SOUTHWEST,E-Mail,Transferred to Other Dept,2021,12,1
Graffiti,NORTH,Find It Fix It Apps,Open,2022,8,1
General Inquiry - City Light,WEST,E-Mail,Open,2024,9,1
Unauthorized Encampment,SOUTH,Mass Entry,Open,2023,4,1
General Inquiry - Police Department,EAST,E-Mail,Open,2025,1,1
Scooter or Bike Share Issue,NORTH,E-Mail,Closed,2024,7,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Open,2021,6,1
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Open,2021,9,1
General Inquiry - Customer Service Bureau,SOUTHWEST,E-Mail,Transferred to Other Dept,2021,6,1
Graffiti,SOUTH,Phone,Closed,2023,6,1
General Inquiry - City Light,WEST,Find It Fix It Apps,Canceled,2023,3,1
Unauthorized Encampment,SOUTH,Mass Entry,Open,2024,3,1
General Inquiry - Police Department,EAST,Find It Fix It Apps,New,2023,1,1
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2023,5,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Open,2021,12,1
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed as Duplicate,2021,2,1
General Inquiry - Customer Service Bureau,SOUTHWEST,E-Mail,Transferred to Other Dept,2023,7,1
Graffiti,SOUTH,Phone,Closed -Incomplete Information,2024,9,1
General Inquiry - City Light,WEST,Find It Fix It Apps,Open,2023,12,1
Unauthorized Encampment,SOUTH,PremierOne CSR Mobile Apps,Closed,2024,5,1
General Inquiry - Police Department,EAST,Mail,Open,2025,1,1
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2024,7,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web Intake App,Open,2024,3,1
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed as Duplicate,2021,5,1
General Inquiry - Customer Service Bureau,SOUTHWEST,E-Mail,Transferred to Other Dept,2023,10,1
Graffiti,SOUTH,Phone,Reported,2021,1,1
General Inquiry - City Light,WEST,Citizen Web Intake App,Open,2022,1,1
Unauthorized Encampment,SOUTH,Phone,Open,2024,10,1
General Inquiry - Police Department,EAST,Citizen Web Intake App,Transferred to Other Dept,2023,8,1
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2024,10,1
General Inquiry - Transportation,SOUTH,Phone,Transferred to Other Dept,2021,12,1
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed as Duplicate,2022,1,1
General Inquiry - Customer Service Bureau,SOUTHWEST,E-Mail,Transferred to Other Dept,2024,3,1
Graffiti,SOUTH,Phone,Reported,2021,4,1
General Inquiry - Customer Service Bureau,EAST,E-Mail,Reported,2023,6,1
Unauthorized Encampment,SOUTH,PremierOne CSR Mobile Apps,Closed,2022,10,1
General Inquiry - Police Department,EAST,Citizen Web Intake App,Transferred to Other Dept,2024,4,1
Street Sign Maintenance,SOUTHWEST,Citizen Web Intake App,Reported,2024,11,1
General Inquiry - Transportation,SOUTH,Phone,Transferred to Other Dept,2022,5,1
Graffiti,EAST,Citizen Web Intake App,Closed as Duplicate,2023,7,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2023,12,1
Graffiti,SOUTH,Phone,Reported,2022,3,1
General Inquiry - Customer Service Bureau,EAST,E-Mail,Reported,2025,1,1
Unauthorized Encampment,NORTH,PremierOne CSR Mobile Apps,Closed,2025,4,1
General Inquiry - Police Department,EAST,Citizen Web Intake App,Transferred to Other Dept,2024,7,1
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Closed,2025,3,1
General Inquiry - Transportation,SOUTH,Voice Mail,Closed,2022,9,1
Graffiti,EAST,Citizen Web Intake App,Closed as Duplicate,2025,2,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2024,8,1
Graffiti,SOUTH,PremierOne CSR Mobile Apps,Closed -Incomplete Information,2024,6,1
General Inquiry - Customer Service Bureau,EAST,E-Mail,Reported,2025,4,1
Unauthorized Encampment,NORTH,PremierOne CSR Mobile Apps,Closed,2023,12,1
General Inquiry - Customer Service Bureau,WEST,Voice Mail,Closed,2024,9,1
Street Sign Maintenance,SOUTH,Citizen Web Intake App,Transferred to Other Dept,2024,4,1
General Inquiry - Transportation,SOUTH,Voice Mail,Closed,2023,8,1
Graffiti,EAST,Citizen Web Intake App,Open,2024,4,1
General Inquiry - Customer Service Bureau,SOUTHWEST,E-Mail,Transferred to Other Dept,2022,5,1
Graffiti,SOUTH,Phone,Closed,2024,8,1
General Inquiry - Customer Service Bureau,EAST,E-Mail,Closed as Duplicate,2022,12,1
Unauthorized Encampment,NORTH,PremierOne CSR Mobile Apps,Closed,2024,8,1
General Inquiry - Customer Service Bureau,WEST,Voice Mail,Closed,2025,2,1
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Closed,2024,5,1
General Inquiry - Transportation,SOUTH,Voice Mail,Closed as Duplicate,2021,2,1
Graffiti,EAST,Citizen Web Intake App,Open,2025,3,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Find It Fix It Apps,Open,2025,2,1
Graffiti,SOUTH,PremierOne CSR Mobile Apps,Reported,2022,4,1
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Closed as Duplicate,2022,4,1
Unauthorized Encampment,NORTH,PremierOne CSR Mobile Apps,Closed,2024,11,1
General Inquiry - Customer Service Bureau,WEST,Voice Mail,Closed,2024,3,1
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Closed,2025,1,1
General Inquiry - Transportation,SOUTHWEST,Citizen Web,Closed,2022,5,1
Graffiti,EAST,Citizen Web Intake App,Open,2022,6,1
General Inquiry - Customer Service Bureau,SOUTHWEST,E-Mail,Reported,2024,9,1
Graffiti,SOUTH,Find It Fix It Apps,Closed as Duplicate,2024,4,1
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Closed -Incomplete Information,2025,1,1
Unauthorized Encampment,NORTH,PremierOne CSR Mobile Apps,Closed,2023,3,1
General Inquiry - Customer Service Bureau,WEST,Voice Mail,Closed,2021,12,1
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Closed,2025,4,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2024,3,1
Graffiti,EAST,Citizen Web Intake App,Closed as Duplicate,2022,8,1
General Inquiry - Customer Service Bureau,SOUTHWEST,E-Mail,Reported,2024,12,1
Graffiti,SOUTH,Find It Fix It Apps,Closed as Duplicate,2024,10,1
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Closed,2023,12,1
Unauthorized Encampment,NORTH,E-Mail,Closed,2023,12,1
General Inquiry - Customer Service Bureau,WEST,PremierOne CSR Mobile Apps,Reported,2022,6,1
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2024,9,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2024,6,1
Graffiti,EAST,E-Mail,Closed as Duplicate,2023,11,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Citizen Web Intake App,Reported,2023,5,1
Graffiti,SOUTHWEST,Find It Fix It Apps,Closed -Incomplete Information,2024,4,1
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Closed,2022,7,1
Unauthorized Encampment,NORTH,Find It Fix It Apps,Closed as Duplicate,2024,10,1
General Inquiry - Customer Service Bureau,WEST,Voice Mail,Closed,2021,6,1
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2024,12,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2024,9,1
Graffiti,EAST,E-Mail,New,2025,1,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Citizen Web Intake App,Reported,2024,4,1
Graffiti,SOUTHWEST,Find It Fix It Apps,Closed -Incomplete Information,2022,9,1
General Inquiry - Animal Shelter,WEST,Find It Fix It Apps,Closed,2025,3,1
Unauthorized Encampment,NORTH,Find It Fix It Apps,Closed as Duplicate,2025,3,1
General Inquiry - Customer Service Bureau,WEST,Phone,Closed,2025,4,1
Street Sign Maintenance,EAST,Find It Fix It Apps,Transferred to Other Dept,2023,5,1
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Reported,2022,12,1
Graffiti,EAST,E-Mail,Reported,2022,4,1
General Inquiry - Customer Service Bureau,SOUTHWEST,E-Mail,Closed,2021,2,1
Graffiti,SOUTHWEST,Citizen Web Intake App,Closed,2022,9,1
General Inquiry - Animal Shelter,WEST,Find It Fix It Apps,Closed,2023,5,1
General Inquiry - Transportation,SOUTH,Citizen Web Intake App,Transferred to Other Dept,2021,6,1
General Inquiry - Police Department,SOUTHWEST,Citizen Web Intake App,New,2023,2,1
Street Sign Maintenance,EAST,Find It Fix It Apps,Transferred to Other Dept,2024,1,1
General Inquiry - Transportation,SOUTH,Phone,Closed as Duplicate,2021,7,1
Graffiti,EAST,PremierOne CSR Mobile Apps,Reported,2023,12,1
General Inquiry - Customer Service Bureau,SOUTH,Voice Mail,Transferred to Other Dept,2022,1,1
Graffiti,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2023,9,1
General Inquiry - City Light,EAST,Citizen Web Intake App,Open,2022,7,1
General Inquiry - Transportation,SOUTH,Citizen Web Intake App,Transferred to Other Dept,2022,5,1
General Inquiry - Police Department,SOUTHWEST,E-Mail,Closed,2021,2,1
Street Sign Maintenance,WEST,Find It Fix It Apps,Transferred to Other Dept,2024,10,1
General Inquiry - Transportation,SOUTH,Phone,Closed as Duplicate,2024,4,1
Graffiti,EAST,PremierOne CSR Mobile Apps,Duplicate (Closed),2023,12,1
General Inquiry - Customer Service Bureau,SOUTH,Voice Mail,Transferred to Other Dept,2024,2,1
Graffiti,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2025,4,1
General Inquiry - Animal Shelter,WEST,Find It Fix It Apps,Closed,2021,7,1
General Inquiry - Transportation,SOUTH,E-Mail,Closed as Duplicate,2023,4,1
General Inquiry - Police Department,SOUTH,Find It Fix It Apps,Open,2022,5,1
Streetlight Maintenance,EAST,Citizen Web Intake App,Closed,2025,3,1
General Inquiry - Transportation,SOUTH,Phone,Closed as Duplicate,2024,7,1
Graffiti,EAST,PremierOne CSR Mobile Apps,Duplicate (Closed),2024,8,1
General Inquiry - Customer Service Bureau,SOUTH,Voice Mail,Transferred to Other Dept,2024,5,1
Graffiti,SOUTHWEST,Citizen Web Intake App,Closed -Incomplete Information,2023,2,1
General Inquiry - Animal Shelter,WEST,E-Mail,Canceled,2022,8,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2022,12,1
General Inquiry - Police Department,SOUTH,Find It Fix It Apps,Open,2021,6,1
Street Sign Maintenance,WEST,Find It Fix It Apps,Closed,2024,1,1
General Inquiry - Transportation,WEST,Find It Fix It Apps,Canceled,2023,8,1
Graffiti,EAST,Phone,Reported,2021,12,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Citizen Web,Transferred to Other Dept,2023,5,1
Graffiti,SOUTHWEST,Citizen Web Intake App,Reported,2023,1,1
General Inquiry - City Light,EAST,Citizen Web Intake App,Open,2024,11,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2023,5,1
General Inquiry - Police Department,SOUTH,Find It Fix It Apps,New,2023,4,1
Street Sign Maintenance,WEST,Citizen Web Intake App,Transferred to Other Dept,2023,9,1
General Inquiry - Transportation,WEST,E-Mail,New,2024,10,1
Graffiti,EAST,Phone,Closed,2021,2,1
General Inquiry - Customer Service Bureau,SOUTHWEST,Citizen Web Intake App,Closed,2024,12,1
Graffiti,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2022,10,1
General Inquiry - City Light,EAST,E-Mail,Closed,2024,3,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2023,11,1
General Inquiry - Police Department,SOUTH,Citizen Web Intake App,Transferred to Other Dept,2023,1,1
Street Sign Maintenance,WEST,Find It Fix It Apps,Closed as Duplicate,2024,1,1
General Inquiry - Transportation,WEST,E-Mail,Open,2022,2,1
Graffiti,EAST,Find It Fix It Apps,Closed -Incomplete Information,2022,2,1
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Closed as Duplicate,2024,11,1
Graffiti,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2023,3,1
General Inquiry - City Light,EAST,E-Mail,Closed,2025,2,1
General Inquiry - Transportation,SOUTH,E-Mail,Transferred to Other Dept,2024,4,1
General Inquiry - Police Department,SOUTH,E-Mail,New,2023,6,1
Street Sign Maintenance,WEST,Find It Fix It Apps,Closed -Incomplete Information,2023,7,1
General Inquiry - Transportation,WEST,Find It Fix It Apps,Closed as Duplicate,2023,1,1
Graffiti,EAST,Find It Fix It Apps,Closed -Incomplete Information,2023,1,1
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Reported,2021,6,1
Graffiti,SOUTHWEST,Phone,Closed as Duplicate,2025,2,1
General Inquiry - City Light,NORTH,Citizen Web Intake App,Open,2022,7,1
General Inquiry - Transportation,SOUTH,E-Mail,Open,2025,1,1
General Inquiry - Police Department,SOUTH,E-Mail,New,2023,9,1
Street Sign Maintenance,NORTH,Citizen Web Intake App,Transferred to Other Dept,2024,6,1
General Inquiry - Transportation,WEST,Find It Fix It Apps,Closed as Duplicate,2022,2,1
